ID_restaurante,fecha,venta
1,2024-10-26,114.99
1,2024-10-26,249.28
1,2024-10-26,48.01
1,2024-10-26,146.24
1,2024-10-26,79.25
1,2024-10-26,66.94
1,2024-10-26,103.19
1,2024-10-26,175.95
1,2024-10-26,37.45
1,2024-10-26,161.07
1,2024-10-26,106.92
1,2024-10-26,63.92
1,2024-10-26,89.3
1,2024-10-26,102.55
1,2024-10-26,59.2
1,2024-10-26,190.87
1,2024-10-26,46.22
1,2024-10-26,222.91
1,2024-10-26,124.14
1,2024-10-26,51.67
1,2024-10-26,155.55
1,2024-10-26,198.48
1,2024-10-26,103.05
1,2024-10-26,176.31
1,2024-10-26,96.42
1,2024-10-26,85.21
1,2024-10-26,91.04
1,2024-10-26,208.71
1,2024-10-26,37.99
1,2024-10-26,150.56
1,2024-10-26,35.73
1,2024-10-26,166.04
1,2024-10-26,139.14
1,2024-10-26,87.18
1,2024-10-26,81.44
1,2024-10-26,243.21
1,2024-10-26,111.65
1,2024-10-26,226.17
1,2024-10-26,45.38
1,2024-10-26,151.1
1,2024-10-26,146.51
1,2024-10-26,41.67
1,2024-10-26,206.37
1,2024-10-26,178.59
1,2024-10-26,245.43
1,2024-10-26,54.82
1,2024-10-26,125.29
1,2024-10-26,203.09
1,2024-10-26,215.08
1,2024-10-26,129.76
1,2024-10-26,229.24
1,2024-10-26,148.28
1,2024-10-26,130.22
1,2024-10-26,185.99
1,2024-10-26,113.41
1,2024-10-26,164.09
1,2024-10-26,98.96
1,2024-10-26,176.5
1,2024-10-26,57.58
1,2024-10-26,169.83
1,2024-10-26,162.01
1,2024-10-26,64.52
1,2024-10-26,228.33
1,2024-10-26,137.18
1,2024-10-26,70.71
1,2024-10-26,104.18
1,2024-10-26,146.18
1,2024-10-26,205.25
1,2024-10-26,99.89
1,2024-10-26,66.44
1,2024-10-26,240.16
1,2024-10-26,43.82
1,2024-10-26,187.77
1,2024-10-26,103.7
1,2024-10-26,73.12
1,2024-10-26,201.8
1,2024-10-26,161.25
1,2024-10-26,191.39
1,2024-10-26,86.0
1,2024-10-26,134.4
1,2024-10-26,36.24
1,2024-10-26,57.52
1,2024-10-26,132.61
1,2024-10-26,142.05
1,2024-10-26,165.77
1,2024-10-26,176.53
1,2024-10-26,201.34
1,2024-10-26,66.84
1,2024-10-26,120.69
1,2024-10-26,243.85
1,2024-10-26,248.36
1,2024-10-26,135.14
1,2024-10-26,121.85
1,2024-10-26,139.77
1,2024-10-26,100.75
1,2024-10-26,64.58
1,2024-10-26,120.4
1,2024-10-26,231.27
1,2024-10-26,165.35
1,2024-10-26,138.46
1,2024-10-26,55.26
1,2024-10-26,114.12
1,2024-10-26,41.65
1,2024-10-26,207.89
1,2024-10-26,106.55
1,2024-10-26,172.47
1,2024-10-26,137.1
1,2024-10-26,54.28
1,2024-10-26,154.38
1,2024-10-26,99.93
1,2024-10-26,97.66
1,2024-10-26,129.44
1,2024-10-26,219.39
1,2024-10-26,94.75
1,2024-10-26,201.29
1,2024-10-26,184.74
1,2024-10-26,166.39
1,2024-10-26,96.05
1,2024-10-26,84.19
1,2024-10-26,37.14
1,2024-10-26,86.73
1,2024-10-26,48.7
1,2024-10-26,54.09
1,2024-10-26,91.97
1,2024-10-26,87.59
1,2024-10-26,145.42
1,2024-10-26,135.26
1,2024-10-26,242.0
1,2024-10-26,237.46
1,2024-10-26,107.45
1,2024-10-26,149.63
1,2024-10-26,51.0
1,2024-10-26,135.69
1,2024-10-26,222.96
1,2024-10-26,49.55
1,2024-10-26,85.19
1,2024-10-26,235.1
1,2024-10-26,139.32
1,2024-10-26,160.91
1,2024-10-26,102.7
1,2024-10-26,146.28
1,2024-10-26,141.86
1,2024-10-26,128.2
1,2024-10-26,239.04
1,2024-10-26,116.68
1,2024-10-26,77.24
1,2024-10-26,206.3
1,2024-10-26,190.94
1,2024-10-26,69.14
1,2024-10-26,173.1
1,2024-10-26,57.12
1,2024-10-26,194.49
1,2024-10-26,195.5
1,2024-10-26,156.52
1,2024-10-26,84.93
1,2024-10-26,213.42
1,2024-10-26,122.87
1,2024-10-26,47.52
1,2024-10-26,45.62
1,2024-10-26,47.08
1,2024-10-26,240.6
1,2024-10-26,61.39
1,2024-10-26,178.28
1,2024-10-26,75.08
1,2024-10-26,79.31
1,2024-10-26,47.1
1,2024-10-26,211.13
1,2024-10-26,107.14
1,2024-10-26,41.98
1,2024-10-26,230.39
1,2024-10-26,188.73
1,2024-10-26,215.34
1,2024-10-26,48.06
1,2024-10-26,175.32
1,2024-10-26,155.26
1,2024-10-26,81.97
1,2024-10-26,81.9
1,2024-10-26,148.27
1,2024-10-26,239.71
1,2024-10-26,151.74
1,2024-10-26,164.66
1,2024-10-26,176.39
1,2024-10-26,94.05
1,2024-10-26,91.28
1,2024-10-26,117.08
1,2024-10-26,153.84
1,2024-10-26,104.3
1,2024-10-26,46.64
1,2024-10-26,196.95
1,2024-10-26,235.93
1,2024-10-26,216.75
1,2024-10-26,140.9
1,2024-10-26,51.13
1,2024-10-26,215.9
1,2024-10-26,95.36
1,2024-10-26,155.04
1,2024-10-26,190.71
1,2024-10-26,88.57
1,2024-10-26,124.36
1,2024-10-26,86.99
1,2024-10-26,73.25
1,2024-10-26,145.77
1,2024-10-26,121.58
1,2024-10-26,108.91
1,2024-10-26,145.97
1,2024-10-26,38.36
1,2024-10-26,161.39
1,2024-10-26,147.64
1,2024-10-26,62.23
1,2024-10-26,136.78
1,2024-10-26,174.59
1,2024-10-26,113.2
1,2024-10-26,141.19
1,2024-10-26,163.19
1,2024-10-26,62.6
1,2024-10-26,74.3
1,2024-10-26,41.0
1,2024-10-26,239.68
1,2024-10-26,246.11
1,2024-10-26,165.6
1,2024-10-26,80.86
1,2024-10-26,151.63
1,2024-10-26,226.13
1,2024-10-26,109.85
1,2024-10-26,119.24
1,2024-10-26,95.95
1,2024-10-26,206.41
1,2024-10-26,148.06
1,2024-10-26,186.7
1,2024-10-26,232.57
1,2024-10-26,234.27
1,2024-10-26,74.86
1,2024-10-26,36.33
1,2024-10-26,52.31
1,2024-10-26,69.31
1,2024-10-26,87.07
1,2024-10-26,74.55
1,2024-10-26,101.48
1,2024-10-26,68.69
1,2024-10-26,150.41
1,2024-10-26,111.9
1,2024-10-26,148.64
1,2024-10-26,67.72
1,2024-10-26,163.54
1,2024-10-26,89.3
1,2024-10-26,248.54
1,2024-10-26,95.54
1,2024-10-26,189.01
1,2024-10-26,62.53
1,2024-10-26,50.59
1,2024-10-26,74.74
1,2024-10-26,118.76
1,2024-10-26,249.24
1,2024-10-26,222.43
1,2024-10-26,170.27
1,2024-10-26,241.76
1,2024-10-26,45.88
1,2024-10-26,221.41
1,2024-10-26,248.48
1,2024-10-26,238.88
1,2024-10-26,145.93
1,2024-10-26,109.88
1,2024-10-26,179.44
1,2024-10-26,57.46
1,2024-10-26,159.44
1,2024-10-26,110.26
1,2024-10-26,172.13
1,2024-10-26,217.1
1,2024-10-26,80.81
1,2024-10-26,225.99
1,2024-10-26,96.85
1,2024-10-26,118.49
1,2024-10-26,129.56
1,2024-10-26,240.86
1,2024-10-26,121.7
1,2024-10-26,69.87
1,2024-10-26,198.44
1,2024-10-26,247.22
1,2024-10-26,54.75
1,2024-10-26,133.45
1,2024-10-26,143.22
1,2024-10-26,159.89
1,2024-10-26,119.22
1,2024-10-26,111.76
1,2024-10-26,128.55
1,2024-10-26,137.09
1,2024-10-26,89.81
1,2024-10-26,229.44
1,2024-10-26,87.99
1,2024-10-26,72.43
1,2024-10-26,95.53
1,2024-10-26,61.13
1,2024-10-26,62.19
1,2024-10-26,39.67
1,2024-10-26,66.22
1,2024-10-26,90.76
1,2024-10-26,243.92
1,2024-10-26,103.97
1,2024-10-26,60.67
1,2024-10-26,95.88
1,2024-10-26,186.65
1,2024-10-26,41.96
1,2024-10-26,94.24
1,2024-10-26,247.85
1,2024-10-26,91.18
1,2024-10-26,154.67
1,2024-10-26,74.16
1,2024-10-26,172.28
1,2024-10-26,139.26
1,2024-10-26,165.08
1,2024-10-26,244.19
1,2024-10-26,44.2
1,2024-10-26,134.35
1,2024-10-26,43.49
1,2024-10-26,219.67
1,2024-10-26,72.1
1,2024-10-26,98.08
1,2024-10-26,207.32
1,2024-10-26,145.91
1,2024-10-26,234.2
1,2024-10-26,103.0
1,2024-10-26,74.21
1,2024-10-26,192.34
1,2024-10-26,62.54
1,2024-10-26,40.54
1,2024-10-26,213.74
1,2024-10-26,91.91
1,2024-10-26,103.56
1,2024-10-26,150.87
1,2024-10-26,180.93
1,2024-10-26,72.11
1,2024-10-26,149.68
1,2024-10-26,135.14
1,2024-10-26,161.0
1,2024-10-26,249.53
1,2024-10-26,48.3
1,2024-10-26,246.39
1,2024-10-26,111.2
1,2024-10-26,82.38
1,2024-10-26,199.02
1,2024-10-26,90.18
1,2024-10-26,199.66
1,2024-10-26,197.82
1,2024-10-26,241.61
1,2024-10-26,125.95
1,2024-10-26,81.28
1,2024-10-26,167.35
1,2024-10-26,221.22
1,2024-10-26,149.0
1,2024-10-26,93.14
1,2024-10-26,140.92
1,2024-10-26,94.16
1,2024-10-26,115.82
1,2024-10-26,107.8
1,2024-10-26,192.11
1,2024-10-26,233.12
1,2024-10-26,176.47
1,2024-10-26,134.04
1,2024-10-26,90.05
1,2024-10-26,237.53
1,2024-10-26,70.11
1,2024-10-26,183.12
