ID_restaurante,fecha,venta
1,2024-10-15,114.57
1,2024-10-15,92.43
1,2024-10-15,203.15
1,2024-10-15,244.84
1,2024-10-15,81.68
1,2024-10-15,214.63
1,2024-10-15,56.44
1,2024-10-15,171.69
1,2024-10-15,147.15
1,2024-10-15,43.26
1,2024-10-15,129.82
1,2024-10-15,116.28
1,2024-10-15,199.45
1,2024-10-15,146.97
1,2024-10-15,244.56
1,2024-10-15,161.85
1,2024-10-15,101.49
1,2024-10-15,62.08
1,2024-10-15,140.11
1,2024-10-15,122.59
1,2024-10-15,156.44
1,2024-10-15,87.08
1,2024-10-15,113.34
1,2024-10-15,190.51
1,2024-10-15,205.86
1,2024-10-15,67.86
1,2024-10-15,139.07
1,2024-10-15,151.51
1,2024-10-15,106.45
1,2024-10-15,219.2
1,2024-10-15,158.57
1,2024-10-15,232.03
1,2024-10-15,228.51
1,2024-10-15,55.88
1,2024-10-15,221.79
1,2024-10-15,197.62
1,2024-10-15,142.1
1,2024-10-15,151.24
1,2024-10-15,132.81
1,2024-10-15,228.59
1,2024-10-15,118.3
1,2024-10-15,168.69
1,2024-10-15,169.69
1,2024-10-15,47.42
1,2024-10-15,57.15
1,2024-10-15,196.39
1,2024-10-15,69.53
1,2024-10-15,242.7
1,2024-10-15,215.11
1,2024-10-15,90.26
1,2024-10-15,90.24
1,2024-10-15,111.96
1,2024-10-15,196.32
1,2024-10-15,70.6
1,2024-10-15,169.44
1,2024-10-15,245.52
1,2024-10-15,108.21
1,2024-10-15,225.74
1,2024-10-15,140.47
1,2024-10-15,135.21
1,2024-10-15,199.89
1,2024-10-15,150.39
1,2024-10-15,81.79
1,2024-10-15,66.82
1,2024-10-15,140.79
1,2024-10-15,245.02
1,2024-10-15,112.17
1,2024-10-15,162.23
1,2024-10-15,117.14
1,2024-10-15,122.6
1,2024-10-15,137.87
1,2024-10-15,96.35
1,2024-10-15,185.06
1,2024-10-15,224.99
1,2024-10-15,152.35
1,2024-10-15,150.97
1,2024-10-15,163.85
1,2024-10-15,179.54
1,2024-10-15,101.79
1,2024-10-15,147.96
1,2024-10-15,245.44
1,2024-10-15,42.89
1,2024-10-15,228.14
1,2024-10-15,52.41
1,2024-10-15,163.87
1,2024-10-15,46.97
1,2024-10-15,140.88
1,2024-10-15,152.76
1,2024-10-15,180.48
1,2024-10-15,102.24
1,2024-10-15,222.84
1,2024-10-15,61.91
1,2024-10-15,214.79
1,2024-10-15,169.28
1,2024-10-15,202.88
1,2024-10-15,128.33
1,2024-10-15,171.22
1,2024-10-15,180.55
1,2024-10-15,37.66
1,2024-10-15,154.91
1,2024-10-15,174.01
1,2024-10-15,75.43
1,2024-10-15,99.98
1,2024-10-15,48.98
1,2024-10-15,63.8
1,2024-10-15,145.78
1,2024-10-15,42.82
1,2024-10-15,246.83
1,2024-10-15,225.24
1,2024-10-15,129.08
1,2024-10-15,61.66
1,2024-10-15,136.01
1,2024-10-15,141.1
1,2024-10-15,109.72
1,2024-10-15,103.78
1,2024-10-15,229.65
1,2024-10-15,212.78
1,2024-10-15,205.2
1,2024-10-15,81.92
1,2024-10-15,226.61
1,2024-10-15,228.21
1,2024-10-15,45.75
1,2024-10-15,104.33
1,2024-10-15,126.44
1,2024-10-15,59.3
1,2024-10-15,118.52
1,2024-10-15,143.6
1,2024-10-15,100.79
1,2024-10-15,150.96
1,2024-10-15,110.75
1,2024-10-15,81.1
1,2024-10-15,240.21
1,2024-10-15,116.1
1,2024-10-15,97.22
1,2024-10-15,120.32
1,2024-10-15,115.03
1,2024-10-15,168.21
1,2024-10-15,114.5
1,2024-10-15,114.51
1,2024-10-15,104.82
1,2024-10-15,113.5
1,2024-10-15,88.93
1,2024-10-15,147.94
1,2024-10-15,135.06
1,2024-10-15,64.81
1,2024-10-15,230.24
1,2024-10-15,173.43
1,2024-10-15,249.57
1,2024-10-15,205.06
1,2024-10-15,85.24
1,2024-10-15,99.8
1,2024-10-15,37.44
1,2024-10-15,60.35
1,2024-10-15,179.69
1,2024-10-15,202.96
1,2024-10-15,235.86
1,2024-10-15,78.58
1,2024-10-15,44.53
1,2024-10-15,217.42
1,2024-10-15,128.71
1,2024-10-15,220.58
1,2024-10-15,209.16
1,2024-10-15,198.91
1,2024-10-15,116.14
1,2024-10-15,160.57
1,2024-10-15,206.59
1,2024-10-15,73.68
1,2024-10-15,169.56
1,2024-10-15,205.13
1,2024-10-15,200.58
1,2024-10-15,65.76
1,2024-10-15,134.98
1,2024-10-15,187.38
1,2024-10-15,126.41
1,2024-10-15,99.77
1,2024-10-15,87.32
1,2024-10-15,160.94
1,2024-10-15,151.19
1,2024-10-15,41.86
1,2024-10-15,160.32
1,2024-10-15,168.21
1,2024-10-15,237.78
1,2024-10-15,94.62
1,2024-10-15,132.31
1,2024-10-15,114.66
1,2024-10-15,75.55
1,2024-10-15,146.95
1,2024-10-15,78.85
1,2024-10-15,185.6
1,2024-10-15,38.17
1,2024-10-15,101.32
1,2024-10-15,165.6
1,2024-10-15,165.46
1,2024-10-15,39.57
1,2024-10-15,231.22
1,2024-10-15,152.78
1,2024-10-15,118.0
1,2024-10-15,181.12
1,2024-10-15,52.98
1,2024-10-15,99.64
1,2024-10-15,62.06
1,2024-10-15,102.77
1,2024-10-15,122.26
1,2024-10-15,237.46
1,2024-10-15,56.11
1,2024-10-15,180.85
1,2024-10-15,170.6
1,2024-10-15,75.2
1,2024-10-15,167.18
1,2024-10-15,182.3
1,2024-10-15,81.55
1,2024-10-15,71.1
1,2024-10-15,197.9
1,2024-10-15,150.71
1,2024-10-15,154.35
1,2024-10-15,146.08
1,2024-10-15,117.09
1,2024-10-15,242.94
1,2024-10-15,168.83
1,2024-10-15,46.72
1,2024-10-15,242.28
1,2024-10-15,61.49
1,2024-10-15,171.88
1,2024-10-15,50.89
1,2024-10-15,55.45
1,2024-10-15,123.27
1,2024-10-15,235.47
1,2024-10-15,107.1
1,2024-10-15,114.13
1,2024-10-15,142.92
1,2024-10-15,171.31
1,2024-10-15,202.31
1,2024-10-15,199.84
1,2024-10-15,140.62
1,2024-10-15,180.19
1,2024-10-15,72.78
1,2024-10-15,135.11
1,2024-10-15,249.16
1,2024-10-15,59.6
1,2024-10-15,47.35
1,2024-10-15,92.03
1,2024-10-15,203.9
1,2024-10-15,191.38
1,2024-10-15,115.87
1,2024-10-15,53.52
1,2024-10-15,164.56
1,2024-10-15,242.23
1,2024-10-15,96.29
1,2024-10-15,207.48
1,2024-10-15,100.4
1,2024-10-15,241.87
1,2024-10-15,97.65
1,2024-10-15,70.97
1,2024-10-15,213.99
1,2024-10-15,150.97
1,2024-10-15,35.68
1,2024-10-15,175.31
1,2024-10-15,249.06
1,2024-10-15,56.09
1,2024-10-15,245.08
1,2024-10-15,112.5
1,2024-10-15,135.77
1,2024-10-15,44.13
1,2024-10-15,148.1
1,2024-10-15,122.41
1,2024-10-15,62.13
1,2024-10-15,139.92
1,2024-10-15,204.82
1,2024-10-15,61.74
1,2024-10-15,162.59
1,2024-10-15,190.28
1,2024-10-15,42.99
1,2024-10-15,159.91
1,2024-10-15,221.32
1,2024-10-15,65.63
1,2024-10-15,70.39
1,2024-10-15,107.79
1,2024-10-15,80.19
1,2024-10-15,90.0
1,2024-10-15,67.23
1,2024-10-15,85.58
1,2024-10-15,212.01
1,2024-10-15,151.25
1,2024-10-15,215.94
1,2024-10-15,185.7
1,2024-10-15,103.69
1,2024-10-15,213.91
1,2024-10-15,87.28
1,2024-10-15,35.01
1,2024-10-15,231.27
1,2024-10-15,241.09
1,2024-10-15,39.61
1,2024-10-15,234.63
1,2024-10-15,193.99
1,2024-10-15,249.42
1,2024-10-15,91.26
1,2024-10-15,224.1
1,2024-10-15,214.05
1,2024-10-15,133.84
1,2024-10-15,185.76
1,2024-10-15,61.91
1,2024-10-15,170.99
1,2024-10-15,124.65
1,2024-10-15,224.88
1,2024-10-15,127.85
1,2024-10-15,104.3
