ID_restaurante,fecha,venta
1,2024-10-20,62.89
1,2024-10-20,132.66
1,2024-10-20,82.45
1,2024-10-20,201.38
1,2024-10-20,240.29
1,2024-10-20,146.18
1,2024-10-20,76.3
1,2024-10-20,63.14
1,2024-10-20,91.8
1,2024-10-20,97.16
1,2024-10-20,175.04
1,2024-10-20,87.85
1,2024-10-20,136.5
1,2024-10-20,126.44
1,2024-10-20,235.94
1,2024-10-20,64.42
1,2024-10-20,211.89
1,2024-10-20,41.79
1,2024-10-20,87.22
1,2024-10-20,104.01
1,2024-10-20,68.89
1,2024-10-20,44.07
1,2024-10-20,60.78
1,2024-10-20,122.45
1,2024-10-20,239.51
1,2024-10-20,112.45
1,2024-10-20,204.21
1,2024-10-20,163.01
1,2024-10-20,82.67
1,2024-10-20,87.08
1,2024-10-20,198.72
1,2024-10-20,58.41
1,2024-10-20,57.8
1,2024-10-20,234.45
1,2024-10-20,249.3
1,2024-10-20,56.57
1,2024-10-20,204.09
1,2024-10-20,122.98
1,2024-10-20,165.2
1,2024-10-20,52.65
1,2024-10-20,90.81
1,2024-10-20,94.06
1,2024-10-20,103.29
1,2024-10-20,221.69
1,2024-10-20,164.06
1,2024-10-20,246.75
1,2024-10-20,184.45
1,2024-10-20,177.22
1,2024-10-20,149.72
1,2024-10-20,111.19
1,2024-10-20,106.37
1,2024-10-20,44.1
1,2024-10-20,68.96
1,2024-10-20,42.95
1,2024-10-20,240.13
1,2024-10-20,151.15
1,2024-10-20,198.22
1,2024-10-20,247.56
1,2024-10-20,84.99
1,2024-10-20,103.21
1,2024-10-20,157.3
1,2024-10-20,177.05
1,2024-10-20,84.46
1,2024-10-20,162.94
1,2024-10-20,142.89
1,2024-10-20,224.82
1,2024-10-20,190.61
1,2024-10-20,111.11
1,2024-10-20,187.63
1,2024-10-20,74.6
1,2024-10-20,135.53
1,2024-10-20,137.89
1,2024-10-20,231.9
1,2024-10-20,73.11
1,2024-10-20,92.26
1,2024-10-20,53.96
