ID_restaurante,fecha,venta
1,2024-10-22,58.14
1,2024-10-22,234.32
1,2024-10-22,185.95
1,2024-10-22,35.58
1,2024-10-22,145.18
1,2024-10-22,137.75
1,2024-10-22,224.91
1,2024-10-22,56.84
1,2024-10-22,87.81
1,2024-10-22,129.12
1,2024-10-22,118.5
1,2024-10-22,70.67
1,2024-10-22,159.62
1,2024-10-22,214.39
1,2024-10-22,42.94
1,2024-10-22,216.06
1,2024-10-22,245.19
1,2024-10-22,122.16
1,2024-10-22,169.79
1,2024-10-22,182.41
1,2024-10-22,72.21
1,2024-10-22,66.75
1,2024-10-22,174.97
1,2024-10-22,129.82
1,2024-10-22,90.95
1,2024-10-22,122.69
1,2024-10-22,100.37
1,2024-10-22,74.54
1,2024-10-22,77.73
1,2024-10-22,229.09
1,2024-10-22,248.25
1,2024-10-22,245.29
1,2024-10-22,135.32
1,2024-10-22,102.59
1,2024-10-22,115.75
1,2024-10-22,132.22
1,2024-10-22,120.94
1,2024-10-22,200.06
1,2024-10-22,194.6
1,2024-10-22,243.06
1,2024-10-22,106.3
1,2024-10-22,154.2
1,2024-10-22,48.59
1,2024-10-22,97.25
1,2024-10-22,208.29
1,2024-10-22,46.87
1,2024-10-22,128.08
1,2024-10-22,68.62
1,2024-10-22,77.06
1,2024-10-22,218.89
1,2024-10-22,43.77
1,2024-10-22,79.72
1,2024-10-22,212.61
1,2024-10-22,81.88
1,2024-10-22,104.68
1,2024-10-22,38.92
1,2024-10-22,103.19
1,2024-10-22,227.74
1,2024-10-22,79.29
1,2024-10-22,44.56
1,2024-10-22,195.97
1,2024-10-22,194.5
1,2024-10-22,99.53
1,2024-10-22,38.22
1,2024-10-22,186.96
1,2024-10-22,181.69
1,2024-10-22,50.53
1,2024-10-22,198.24
1,2024-10-22,114.98
1,2024-10-22,220.83
1,2024-10-22,181.04
1,2024-10-22,208.0
1,2024-10-22,217.59
1,2024-10-22,90.41
1,2024-10-22,187.17
1,2024-10-22,245.58
1,2024-10-22,78.57
1,2024-10-22,217.07
