ID_restaurante,fecha,venta
1,2024-10-23,134.14
1,2024-10-23,183.76
1,2024-10-23,101.32
1,2024-10-23,197.37
1,2024-10-23,246.91
1,2024-10-23,88.89
1,2024-10-23,232.74
1,2024-10-23,40.54
1,2024-10-23,119.02
1,2024-10-23,231.03
1,2024-10-23,90.2
1,2024-10-23,101.72
1,2024-10-23,86.14
1,2024-10-23,73.39
1,2024-10-23,236.45
1,2024-10-23,162.63
1,2024-10-23,101.22
1,2024-10-23,58.43
1,2024-10-23,187.28
1,2024-10-23,166.55
1,2024-10-23,240.75
1,2024-10-23,39.33
1,2024-10-23,149.8
1,2024-10-23,104.54
1,2024-10-23,42.47
1,2024-10-23,165.24
1,2024-10-23,49.74
1,2024-10-23,66.74
1,2024-10-23,168.79
1,2024-10-23,139.7
1,2024-10-23,61.67
1,2024-10-23,209.09
1,2024-10-23,217.31
1,2024-10-23,52.18
1,2024-10-23,147.15
1,2024-10-23,106.98
1,2024-10-23,160.02
1,2024-10-23,246.25
1,2024-10-23,45.57
1,2024-10-23,54.06
1,2024-10-23,158.68
1,2024-10-23,104.09
1,2024-10-23,235.78
1,2024-10-23,189.68
1,2024-10-23,169.92
1,2024-10-23,153.06
1,2024-10-23,137.43
1,2024-10-23,100.1
1,2024-10-23,104.64
1,2024-10-23,204.51
1,2024-10-23,92.92
1,2024-10-23,122.89
1,2024-10-23,173.19
1,2024-10-23,121.94
1,2024-10-23,117.13
1,2024-10-23,161.03
1,2024-10-23,171.17
1,2024-10-23,164.27
1,2024-10-23,185.53
1,2024-10-23,51.73
1,2024-10-23,212.34
1,2024-10-23,177.14
1,2024-10-23,246.77
1,2024-10-23,139.33
1,2024-10-23,58.52
1,2024-10-23,58.92
1,2024-10-23,97.79
1,2024-10-23,35.35
1,2024-10-23,107.52
1,2024-10-23,52.29
1,2024-10-23,61.47
1,2024-10-23,101.59
1,2024-10-23,195.79
1,2024-10-23,130.79
1,2024-10-23,105.58
1,2024-10-23,78.59
1,2024-10-23,114.89
1,2024-10-23,37.98
1,2024-10-23,201.07
1,2024-10-23,80.18
1,2024-10-23,55.87
1,2024-10-23,134.09
1,2024-10-23,112.8
1,2024-10-23,152.33
1,2024-10-23,123.37
1,2024-10-23,150.78
1,2024-10-23,40.36
1,2024-10-23,140.45
1,2024-10-23,207.44
1,2024-10-23,208.99
1,2024-10-23,195.59
1,2024-10-23,39.04
1,2024-10-23,135.39
1,2024-10-23,112.81
1,2024-10-23,207.08
1,2024-10-23,43.86
1,2024-10-23,143.24
1,2024-10-23,238.82
1,2024-10-23,142.28
1,2024-10-23,217.2
