ID_restaurante,fecha,venta
1,2024-10-21,160.21
1,2024-10-21,109.92
1,2024-10-21,119.41
1,2024-10-21,173.62
1,2024-10-21,126.05
1,2024-10-21,71.56
1,2024-10-21,160.66
1,2024-10-21,196.38
1,2024-10-21,113.04
1,2024-10-21,144.41
1,2024-10-21,165.46
1,2024-10-21,195.22
1,2024-10-21,243.77
1,2024-10-21,151.49
1,2024-10-21,133.08
1,2024-10-21,81.72
1,2024-10-21,130.85
1,2024-10-21,112.66
1,2024-10-21,55.65
1,2024-10-21,85.05
1,2024-10-21,113.42
1,2024-10-21,92.81
1,2024-10-21,211.96
1,2024-10-21,202.5
1,2024-10-21,172.24
1,2024-10-21,133.96
1,2024-10-21,85.82
1,2024-10-21,59.16
1,2024-10-21,52.53
1,2024-10-21,129.6
1,2024-10-21,132.02
1,2024-10-21,138.07
1,2024-10-21,205.73
1,2024-10-21,158.68
1,2024-10-21,249.26
1,2024-10-21,237.32
1,2024-10-21,231.95
1,2024-10-21,224.1
1,2024-10-21,41.11
1,2024-10-21,62.44
1,2024-10-21,107.57
1,2024-10-21,235.88
1,2024-10-21,232.37
1,2024-10-21,123.19
1,2024-10-21,149.13
1,2024-10-21,165.83
1,2024-10-21,188.79
1,2024-10-21,47.97
1,2024-10-21,237.86
1,2024-10-21,129.98
1,2024-10-21,187.48
1,2024-10-21,82.8
1,2024-10-21,125.06
1,2024-10-21,224.5
1,2024-10-21,155.06
1,2024-10-21,233.42
1,2024-10-21,239.53
1,2024-10-21,204.6
1,2024-10-21,153.76
1,2024-10-21,122.18
1,2024-10-21,52.48
1,2024-10-21,124.71
1,2024-10-21,124.51
1,2024-10-21,54.05
1,2024-10-21,99.85
1,2024-10-21,166.47
1,2024-10-21,127.41
1,2024-10-21,144.34
1,2024-10-21,114.32
1,2024-10-21,61.5
1,2024-10-21,184.02
1,2024-10-21,101.68
1,2024-10-21,219.97
1,2024-10-21,103.35
1,2024-10-21,183.68
1,2024-10-21,168.06
1,2024-10-21,181.87
1,2024-10-21,43.91
1,2024-10-21,149.58
1,2024-10-21,184.14
1,2024-10-21,169.17
1,2024-10-21,136.6
1,2024-10-21,159.73
1,2024-10-21,124.55
1,2024-10-21,42.42
1,2024-10-21,89.82
1,2024-10-21,188.38
1,2024-10-21,153.62
1,2024-10-21,184.83
1,2024-10-21,148.19
1,2024-10-21,127.4
1,2024-10-21,124.87
1,2024-10-21,124.17
1,2024-10-21,132.28
1,2024-10-21,55.35
1,2024-10-21,107.13
1,2024-10-21,241.16
1,2024-10-21,96.02
1,2024-10-21,101.44
1,2024-10-21,193.6
1,2024-10-21,174.96
1,2024-10-21,146.32
1,2024-10-21,180.16
1,2024-10-21,80.92
1,2024-10-21,79.87
1,2024-10-21,135.88
1,2024-10-21,37.24
1,2024-10-21,45.98
1,2024-10-21,146.37
1,2024-10-21,165.72
1,2024-10-21,70.75
1,2024-10-21,160.77
1,2024-10-21,66.82
1,2024-10-21,198.27
1,2024-10-21,100.16
1,2024-10-21,239.68
1,2024-10-21,85.73
1,2024-10-21,243.87
1,2024-10-21,142.33
1,2024-10-21,204.55
1,2024-10-21,105.57
1,2024-10-21,249.6
1,2024-10-21,55.81
1,2024-10-21,97.31
1,2024-10-21,126.31
1,2024-10-21,226.46
1,2024-10-21,78.21
1,2024-10-21,212.17
1,2024-10-21,244.13
1,2024-10-21,162.01
1,2024-10-21,48.76
1,2024-10-21,165.6
1,2024-10-21,236.21
