ID_venta,ID_promocion
3850,2
3858,2
3879,2
3938,2
4007,2
3684,1
3833,1
3929,2
3769,2
3963,2
3882,1
3678,2
3950,1
3903,1
3851,2
3978,1
3761,1
3931,1
3784,1
3614,1
3680,2
3966,2
3610,1
3848,2
3913,2
3972,1
4039,1
3888,1
3825,1
3692,2
3770,1
3938,2
3652,2
3935,1
3740,2
3941,1
3900,1
3947,1
3690,1
3934,1
3858,2
3999,2
3802,1
3634,2
4040,2
3845,2
3981,1
3601,2
3992,1
3670,1
3989,1
3845,2
3842,2
3720,2
3816,2
3931,1
3961,2
3799,1
3650,1
3653,2
3795,1
3835,1
4017,2
3739,2
3676,2
4062,2
3731,2
3914,2
3662,1
3940,1
3871,2
3755,1
3629,2
4044,2
3945,1
3913,1
3800,2
3653,1
3765,2
3841,1
3998,2
3622,1
3878,1
4009,2
3979,2
3813,1
3969,1
3941,1
3826,1
3609,2
4033,1
3754,2
3793,1
4057,2
3637,2
3999,2
3864,1
3787,2
4049,1
3656,2
3799,2
3644,2
3889,2
3607,1
3885,2
3762,1
3618,1
4038,1
3913,1
3679,2
