ID_venta,ID_promocion
115,1
303,1
248,1
302,2
73,1
620,2
119,1
378,1
603,2
583,1
554,1
376,1
350,1
87,1
231,1
171,1
488,1
137,1
32,2
169,1
641,2
411,2
224,2
527,2
99,2
158,2
366,2
296,1
452,2
475,1
193,1
276,1
564,1
86,2
160,2
416,2
679,2
273,1
528,2
515,2
533,1
695,1
22,2
6,1
246,2
310,1
649,2
428,2
253,1
347,1
367,1
470,2
615,1
324,2
573,2
410,1
510,2
529,2
24,2
533,2
525,2
393,2
62,1
272,1
345,1
647,1
514,2
23,1
339,2
435,2
616,1
359,2
635,1
259,2
270,1
489,1
453,1
585,1
385,1
379,1
65,2
677,2
386,1
672,2
321,1
102,1
79,2
610,1
329,2
20,1
656,2
644,1
111,2
150,2
223,1
199,2
243,1
371,1
364,2
32,2
106,1
211,2
25,2
242,1
189,1
265,1
436,1
159,2
139,2
599,1
384,1
40,2
398,2
150,1
471,1
528,2
155,2
334,2
259,2
478,2
411,1
105,2
229,1
643,1
658,1
660,1
446,1
160,2
440,2
669,1
128,2
62,1
531,1
271,2
588,2
557,2
678,2
303,2
26,1
481,2
592,2
602,1
690,1
454,2
196,2
402,2
698,2
186,1
636,2
126,1
506,2
477,1
395,1
249,1
689,1
548,2
214,1
402,1
500,1
225,1
189,1
664,1
518,2
343,1
99,1
490,2
188,2
541,2
468,1
474,1
669,2
691,2
374,2
285,1
626,1
639,2
10,1
571,1
522,1
700,1
675,1
511,2
327,1
436,2
429,1
49,2
377,2
202,2
233,1
11,2
271,1
67,1
149,2
328,2
439,1
591,1
467,2
459,2
361,2
600,2
522,1
524,1
616,2
505,1
522,2
153,2
207,2
67,1
70,2
275,2
224,2
275,1
597,1
281,2
398,2
326,1
134,2
615,2
515,2
494,2
209,2
296,1
696,2
64,2
368,1
235,1
665,2
66,1
697,1
386,2
225,2
90,1
214,2
454,2
79,1
240,2
149,2
254,1
64,1
98,2
552,1
518,2
569,1
258,2
620,1
546,2
7,1
51,2
602,1
178,2
427,1
42,2
60,2
302,1
446,2
120,1
210,2
658,1
48,1
599,1
150,2
428,1
309,2
75,2
33,2
64,1
116,1
516,2
31,1
105,2
2,2
595,2
354,2
244,1
522,1
580,1
501,2
579,1
578,1
444,1
387,2
590,2
613,2
395,1
649,1
121,2
477,1
462,1
159,1
5,2
265,1
483,1
665,1
636,2
176,2
211,2
653,2
174,1
275,1
86,2
