ID_venta,ID_promocion
6146,3
5933,2
5988,2
6294,3
6280,3
6059,1
6108,1
5948,3
6341,2
5967,1
6185,2
6263,3
6385,2
6262,2
6143,1
6042,1
6229,3
6127,3
6167,2
6003,1
6235,2
6016,2
6270,2
6265,3
5978,3
6018,1
6221,2
6158,3
6110,3
6032,3
6429,3
6333,3
6041,2
6190,2
6138,1
6381,3
6303,2
6044,2
6393,1
6375,2
5928,1
6210,1
5973,3
6329,2
6400,1
5978,3
6374,2
6054,2
6304,1
6084,2
6250,2
6344,3
6184,1
6049,3
6410,1
6130,1
6398,2
6347,3
5949,3
6375,3
6381,2
6084,1
6300,3
6310,1
6044,3
6303,1
6138,1
6249,3
6371,1
6119,1
6178,2
6302,2
5980,3
6128,2
6260,1
6277,1
5933,1
6229,3
6080,3
5939,3
6016,2
6410,3
6319,2
6071,3
6237,2
6169,3
6347,2
6219,2
5993,3
6283,3
6139,1
5973,2
6098,1
6063,1
6275,3
6322,3
6431,1
6015,2
5937,3
6274,2
6432,3
6225,3
6157,1
6435,3
6349,3
6430,3
6351,3
5970,2
6424,2
6168,3
6185,2
6260,1
6063,2
6315,3
6019,1
6399,3
6384,3
5965,3
6331,1
6391,3
5935,3
6225,3
5966,1
6271,3
6178,3
6002,1
6403,2
5982,2
6407,3
6207,1
6056,3
6109,2
5996,3
6075,1
5945,3
5934,3
6046,1
6393,1
6222,1
5950,2
6245,1
5958,1
6078,2
5983,2
6238,3
6038,2
6138,3
6210,3
6166,2
6033,1
5956,2
6377,2
6335,2
6097,3
6023,1
6353,1
6207,2
5964,3
6379,3
6240,1
6118,1
6432,2
6270,2
6373,1
6188,2
6230,3
6133,2
6369,2
5974,2
5957,2
6073,1
6350,3
6094,3
6257,2
6021,2
