ID_venta,ID_promocion
5044,1
5049,2
4973,2
5348,1
5163,2
5117,2
5034,1
5146,1
5410,1
5203,2
5141,2
5153,1
5249,2
5301,1
5214,2
5113,2
5124,1
5120,2
5005,1
5229,1
5162,2
4989,1
5150,2
5209,1
5123,2
5018,2
5121,1
5279,1
5411,2
5106,1
5001,2
5019,1
5349,2
5138,2
5347,2
5401,1
5052,1
5072,2
5095,2
5083,1
5405,1
4986,2
5250,2
5323,2
5058,2
5371,1
5300,2
5061,1
5324,1
5312,2
5116,2
5157,2
5065,1
5043,2
5363,2
5357,1
5118,2
5108,2
5224,2
5096,1
5069,1
5315,2
5263,2
5190,1
5281,1
5016,2
5087,1
5174,1
5269,1
5284,2
5161,1
5270,2
5136,2
5151,1
5346,2
5417,1
5254,1
5121,1
5277,2
5415,2
5242,2
5084,1
5080,2
5055,1
5218,2
5079,2
5248,2
5079,2
5264,1
5036,2
5001,2
5293,1
5292,2
5257,2
5282,1
5282,2
5272,1
5052,2
5006,2
5406,1
5041,1
5106,1
5028,1
4993,2
5297,2
