ID_venta,ID_promocion
8849,1
8715,3
8625,2
8340,3
8468,2
8581,1
8375,2
8724,1
8661,3
8872,2
8295,2
8791,2
8387,2
8677,2
8281,3
8587,3
8286,2
8653,1
8454,1
8479,2
8506,1
8535,1
8490,3
8495,3
8290,3
8473,1
8715,1
8263,1
8616,2
8667,3
8611,1
8662,2
8289,3
8878,1
8445,1
8851,1
8395,3
8540,1
8795,3
8570,2
8759,3
8869,1
8323,3
8712,2
8761,3
8345,1
8598,3
8827,1
8730,3
8452,3
8577,1
8824,1
8503,1
8332,1
8535,1
8325,1
8448,2
8822,1
8791,1
8885,2
8560,3
8658,1
8693,1
8747,2
8353,2
8313,1
8779,1
8357,2
8665,1
8700,3
8695,1
8524,3
8494,2
8499,3
8631,1
8277,3
8754,2
8531,2
8298,2
8300,3
8421,2
8300,1
8309,3
8383,2
8333,3
8670,1
8421,2
8616,2
8772,3
8236,1
8812,1
8761,2
8426,2
8305,1
8837,2
8427,3
8696,2
8654,2
8297,3
8299,1
8709,2
8456,1
8787,3
8499,3
8687,1
8414,1
8300,2
8434,3
8758,1
8471,2
8327,2
8743,1
8775,2
8541,1
8651,1
8306,2
8675,1
8462,2
8486,1
8796,2
8338,1
8285,3
8434,1
8517,2
8494,1
8272,2
8236,2
8779,2
8784,3
8408,3
8289,1
8612,1
8343,3
8708,3
8302,3
8274,1
8845,1
8517,2
8589,2
8295,1
8551,1
8603,2
8752,1
8802,2
8428,1
8574,3
8565,1
8570,1
8333,2
8244,2
8270,2
8839,1
8574,3
8834,2
8785,2
8609,2
8576,1
8433,1
8626,2
8376,1
8239,1
8632,3
8467,3
8306,1
8677,2
8470,2
8365,1
8279,2
8474,3
8471,1
8533,1
8325,3
8676,1
8836,1
8304,3
